date,group,percentage_h3,percentage_h3_new,percentage_h1n1,percentage_h1n1_new,percentage_b,flu_prop,flu_prop_smooth,Year,Week,ILI,N,ILI_per_100k,Season,Influenza,ILI_plus
2022-01-03,0-4,0,NA,0,0,0,0,NA,2021,52,18.433457999999998,3072243,0.6,2021/22,NA,NA
2022-01-10,0-4,0,NA,0,0,0,0,NA,2022,1,15.361215,3072243,0.5,2021/22,NA,NA
2022-01-17,0-4,0,0,0,0,0,0,0,2022,2,6.144486000000001,3072243,0.20000000000000004,2021/22,0,0
2022-01-24,0-4,1,0.3333333333333333,0,0,0,0,0,2022,3,18.433457999999998,3072243,0.6,2021/22,0,0
2022-01-31,0-4,0,0.3333333333333333,0,0,0,0.08333333333333333,0.027027027027027025,2022,4,24.577944000000002,3072243,0.8000000000000002,2021/22,0.6642687567567568,0.2214229189189189
2022-02-07,0-4,0,0.3333333333333333,0,0,0,0,0.0303030303030303,2022,5,30.72243,3072243,1,2021/22,0.9309827272727271,0.3103275757575757
2022-02-14,0-4,0,0,0,0,0,0,0.038461538461538464,2022,6,33.794673,3072243,1.1,2021/22,1.2997951153846157,0
2022-02-21,0-4,0,0,0,0,0,0,0,2022,7,12.288972000000001,3072243,0.4000000000000001,2021/22,0,0
2022-02-28,0-4,0,0,0,0,0,0,0,2022,8,18.433457999999998,3072243,0.6,2021/22,0,0
2022-03-07,0-4,1,0.3333333333333333,0,0,0,0.09090909090909091,0.02222222222222222,2022,9,21.505701,3072243,0.6999999999999998,2021/22,0.4779044666666666,0.15930148888888884
2022-03-14,0-4,0,0.3333333333333333,0,0,0,0,0.019230769230769232,2022,10,21.505701,3072243,0.6999999999999998,2021/22,0.4135711730769231,0.1378570576923077
2022-03-21,0-4,0,0.3333333333333333,1,1,0,0.06666666666666667,0.0425531914893617,2022,11,18.433457999999998,3072243,0.6,2021/22,0.7844024680851063,0.26146748936170205
2022-03-28,0-4,0,0,1,1,0,0.1,0.043478260869565216,2022,12,39.939159000000004,3072243,1.3,2021/22,1.7364851739130436,0
2022-04-04,0-4,1,0.3333333333333333,0,0,0,0.16666666666666666,0.11627906976744186,2022,13,30.72243,3072243,1,2021/22,3.572375581395349,1.1907918604651162
2022-04-11,0-4,0,0.3333333333333333,0,0,0,0,0.1111111111111111,2022,14,36.866915999999996,3072243,1.2,2021/22,4.096323999999999,1.365441333333333
2022-04-18,0-4,1,0.6666666666666666,0,0,0,0.1,0.1111111111111111,2022,15,12.288972000000001,3072243,0.4000000000000001,2021/22,1.3654413333333333,0.9102942222222221
2022-04-25,0-4,0,0.3333333333333333,0,0,0,0,0.039999999999999994,2022,16,24.577944000000002,3072243,0.8000000000000002,2021/22,0.98311776,0.32770592
2022-05-02,0-4,1,0.6666666666666666,0,0,0,0.09090909090909091,0.07142857142857142,2022,17,9.216728999999999,3072243,0.3,2021/22,0.6583377857142856,0.43889185714285706
2022-05-09,0-4,1,0.6666666666666666,0,0,0,0.06666666666666667,0.0606060606060606,2022,18,24.577944000000002,3072243,0.8000000000000002,2021/22,1.4895723636363636,0.9930482424242424
2022-05-16,0-4,0,0.6666666666666666,1,1,0,0.08333333333333333,0.07894736842105264,2022,19,36.866915999999996,3072243,1.2,2021/22,2.910546,1.940364
2022-05-23,0-4,0,0.3333333333333333,0,0,0,0,0.05555555555555555,2022,20,52.228131,3072243,1.7,2021/22,2.901562833333333,0.9671876111111111
2022-05-30,0-4,0,0,0,0,0,0,0.037037037037037035,2022,21,33.794673,3072243,1.1,2021/22,1.2516545555555556,0
2022-06-06,0-4,0,0,0,0,0,0,0,2022,22,9.216728999999999,3072243,0.3,2021/22,0,0
2022-06-13,0-4,0,0,0,0,0,0,0,2022,23,21.505701,3072243,0.6999999999999998,2021/22,0,0
2022-06-20,0-4,0,0,0,0,0,0,0,2022,24,39.939159000000004,3072243,1.3,2021/22,0,0
2022-06-27,0-4,0,0,0,0,0,0,0,2022,25,15.361215,3072243,0.5,2021/22,0,0
2022-07-04,0-4,0,0,0,0,0,0,0,2022,26,39.939159000000004,3072243,1.3,2022/23,0,0
2022-07-11,0-4,1,0.3333333333333333,0,0,0,0,0,2022,27,21.505701,3072243,0.6999999999999998,2022/23,0,0
2022-07-18,0-4,0,0.3333333333333333,0,0,0,0,0,2022,28,21.505701,3072243,0.6999999999999998,2022/23,0,0
2022-07-25,0-4,0,0.3333333333333333,0,0,0,0,0,2022,29,15.361215,3072243,0.5,2022/23,0,0
2022-08-01,0-4,0,0,0,0,0,0,0,2022,30,12.288972000000001,3072243,0.4000000000000001,2022/23,0,0
2022-08-08,0-4,0,0,0,0,0,0,0,2022,31,9.216728999999999,3072243,0.3,2022/23,0,0
2022-08-15,0-4,0,0,0,0,0,0,0,2022,32,9.216728999999999,3072243,0.3,2022/23,0,0
2022-08-22,0-4,0,0,1,1,0,0,0,2022,33,6.144486000000001,3072243,0.20000000000000004,2022/23,0,0
2022-08-29,0-4,0,0,0,0,0,0,0,2022,34,6.144486000000001,3072243,0.20000000000000004,2022/23,0,0
2022-09-05,0-4,0,0,0,0,0,0,0,2022,35,6.144486000000001,3072243,0.20000000000000004,2022/23,0,0
2022-09-12,0-4,0,0,0,0,0,0,0,2022,36,0,3072243,0,2022/23,0,0
2022-09-19,0-4,0,0,0,0,0,0,0,2022,37,30.72243,3072243,1,2022/23,0,0
2022-09-26,0-4,0,0,0,0,0,0,0,2022,38,24.577944000000002,3072243,0.8000000000000002,2022/23,0,0
2022-10-03,0-4,1,0.3333333333333333,0,0,0,0.06060606060606061,0.03225806451612903,2022,39,27.650187000000003,3072243,0.9,2022/23,0.8919415161290323,0.2973138387096774
2022-10-10,0-4,1,0.6666666666666666,0,0,0,0.037037037037037035,0.03614457831325301,2022,40,58.372617,3072243,1.9000000000000001,2022/23,2.109853626506024,1.4065690843373493
2022-10-17,0-4,0.5,0.8333333333333334,0.5,0.5,0,0.05128205128205128,0.050505050505050504,2022,41,67.589346,3072243,2.2,2022/23,3.4136033333333335,2.844669444444445
2022-10-24,0-4,0.5,0.6666666666666666,0.5,0.5,0,0.08,0.060344827586206906,2022,42,86.022804,3072243,2.7999999999999994,2022/23,5.19103127586207,3.4606875172413796
2022-10-31,0-4,0.25,0.4166666666666667,0.25,0.25,0.5,0.10714285714285714,0.08275862068965517,2022,43,98.31177600000001,3072243,3.2000000000000006,2022/23,8.136146979310345,3.3900612413793105
2022-11-07,0-4,1,0.5833333333333334,0,0,0,0.05555555555555555,0.07865168539325842,2022,44,82.950561,3072243,2.6999999999999997,2022/23,6.524201426966291,3.805784165730337
2022-11-14,0-4,0.5,0.6071428571428571,0.375,0.42857142857142855,0,0.1111111111111111,0.09,2022,45,116.745234,3072243,3.8000000000000003,2022/23,10.50707106,6.379293143571428
2022-11-21,0-4,0.5,0.6904761904761904,0.5,0.5,0,0.05714285714285714,0.07476635514018691,2022,46,215.05701000000002,3072243,7.000000000000001,2022/23,16.07902878504673,11.102186542056074
2022-11-28,0-4,0.75,0.6071428571428571,0.25,0.25,0,0.05555555555555555,0.07476635514018691,2022,47,254.996169,3072243,8.3,2022/23,19.06513413084112,11.575260008010678
2022-12-05,0-4,0.5483870967741935,0.6223118279569891,0.22580645161290322,0.2540322580645161,0.12903225806451613,0.20666666666666667,0.13356164383561644,2022,48,390.17486099999996,3072243,12.699999999999998,2022/23,52.11239581849315,32.43016030102463
2022-12-12,0-4,0.72,0.7174633431085043,0.16,0.17454545454545456,0.04,0.1724137931034483,0.16348773841961853,2022,49,605.231871,3072243,19.7,2022/23,98.9479898092643,70.99155556242098
2022-12-19,0-4,0.5094339622641509,0.6777059307095826,0.2830188679245283,0.3504043126684636,0.018867924528301886,0.24311926605504589,0.21247563352826512,2022,50,817.216638,3072243,26.599999999999998,2022/23,173.6386228888889,117.67592453204469
2022-12-26,0-4,0.6190476190476191,0.7013376653628226,0.23809523809523808,0.26455026455026454,0.047619047619047616,0.25301204819277107,0.2219730941704036,2022,51,890.9504700000001,3072243,29.000000000000004,2022/23,197.76703257847535,138.70146891432117
2023-01-02,0-4,0.7,0.672852816877974,0.3,0.3,0,0.23809523809523808,0.2448979591836735,2022,52,399.39159,3072243,13,2022/23,97.81018530612246,65.81185870258112
2023-01-09,0-4,0.8,0.7292768959435626,0,0,0.2,0.11363636363636363,0.21301775147928992,2023,1,291.863085,3072243,9.5,2022/23,62.17201810650887,45.34061637926176
2023-01-16,0-4,0.6666666666666666,0.7222222222222222,0,0,0.3333333333333333,0.058823529411764705,0.13138686131386862,2023,2,221.20149600000002,3072243,7.2,2022/23,29.062970277372266,20.989922978102193
2023-01-23,0-4,1,0.8222222222222223,0,0,0,0,0.051948051948051945,2023,3,165.901122,3072243,5.3999999999999995,2022/23,8.618240103896103,7.086108529870129
2023-01-30,0-4,1,0.888888888888889,0,0,0,0,0.01764705882352941,2023,4,138.250935,3072243,4.5,2022/23,2.439722382352941,2.168642117647059
2023-02-06,0-4,0,0.6666666666666669,0,0,0,0,0,2023,5,147.46766399999998,3072243,4.8,2022/23,0,0
2023-02-13,0-4,0,0.3333333333333335,0,0,0,0,0,2023,6,150.539907,3072243,4.8999999999999995,2022/23,0,0
2023-02-20,0-4,0.5,0.16666666666666682,0,0,0.5,0.0196078431372549,0.006097560975609756,2023,7,110.60074800000001,3072243,3.6,2022/23,0.6743948048780488,0.11239913414634158
2023-02-27,0-4,0,0.16666666666666682,0,0,1,0.05,0.020270270270270268,2023,8,104.456262,3072243,3.4,2022/23,2.117356662162162,0.3528927770270273
2023-03-06,0-4,0,0.16666666666666682,0,0,0,0,0.024,2023,9,107.52850500000001,3072243,3.5000000000000004,2022/23,2.5806841200000004,0.4301140200000005
2023-03-13,0-4,0,1.4802973661668753e-16,0,0,0.5,0.016666666666666666,0.02238805970149254,2023,10,73.73383199999999,3072243,2.4,2022/23,1.650757432835821,2.4436118800072583e-16
2023-03-20,0-4,0,1.4802973661668753e-16,0,0,0,0.017543859649122806,0.01324503311258278,2023,11,113.67299100000001,3072243,3.7000000000000006,2022/23,1.5056025298013245,2.228739459359085e-16
2023-03-27,0-4,0,1.4802973661668753e-16,0,0,1,0.016129032258064516,0.01675977653631285,2023,12,95.239533,3072243,3.0999999999999996,2022/23,1.5961932905027931,2.3628407238245225e-16
2023-04-03,0-4,0,1.4802973661668753e-16,0,0,1,0.022222222222222223,0.01829268292682927,2023,13,79.87831800000001,3072243,2.6,2022/23,1.4611887439024394,2.1629938490714658e-16
2023-04-10,0-4,0,1.4802973661668753e-16,0,0,0,0,0.013605442176870748,2023,14,46.083645,3072243,1.5,2022/23,0.6269883673469387,9.281292288009428e-17
2023-04-17,0-4,0,1.4802973661668753e-16,0,0,0,0,0.0078125,2023,15,24.577944000000002,3072243,0.8000000000000002,2022/23,0.19201518750000002,2.8423957632028874e-17
2023-04-24,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,16,33.794673,3072243,1.1,2022/23,0,0
2023-05-01,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,17,21.505701,3072243,0.6999999999999998,2022/23,0,0
2023-05-08,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,18,18.433457999999998,3072243,0.6,2022/23,0,0
2023-05-15,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,19,24.577944000000002,3072243,0.8000000000000002,2022/23,0,0
2023-05-22,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,20,36.866915999999996,3072243,1.2,2022/23,0,0
2023-05-29,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,21,24.577944000000002,3072243,0.8000000000000002,2022/23,0,0
2023-06-05,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,22,15.361215,3072243,0.5,2022/23,0,0
2023-06-12,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,23,21.505701,3072243,0.6999999999999998,2022/23,0,0
2023-06-19,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,24,27.650187000000003,3072243,0.9,2022/23,0,0
2023-06-26,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,25,18.433457999999998,3072243,0.6,2022/23,0,0
2023-07-03,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,26,27.650187000000003,3072243,0.9,2023/24,0,0
2023-07-10,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,27,18.433457999999998,3072243,0.6,2023/24,0,0
2023-07-17,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,28,49.155888000000004,3072243,1.6000000000000003,2023/24,0,0
2023-07-24,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,29,27.650187000000003,3072243,0.9,2023/24,0,0
2023-07-31,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,30,21.505701,3072243,0.6999999999999998,2023/24,0,0
2023-08-07,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,31,6.144486000000001,3072243,0.20000000000000004,2023/24,0,0
2023-08-14,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,32,12.288972000000001,3072243,0.4000000000000001,2023/24,0,0
2023-08-21,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,33,14.990585999999999,2498431,0.6,2023/24,0,0
2023-08-28,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,34,9.993724,2498431,0.4,2023/24,0,0
2023-09-04,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,35,7.495292999999999,2498431,0.3,2023/24,0,0
2023-09-11,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,36,27.482741,2498431,1.1,2023/24,0,0
2023-09-18,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,37,14.990585999999999,2498431,0.6,2023/24,0,0
2023-09-25,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,38,39.974896,2498431,1.6,2023/24,0,0
2023-10-02,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,39,57.463913,2498431,2.3,2023/24,0,0
2023-10-09,0-4,0,1.4802973661668753e-16,0,0,0,0,0,2023,40,67.457637,2498431,2.7,2023/24,0,0
2023-10-16,0-4,0.3333333333333333,0.11111111111111126,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.03225806451612903,0.011857707509881424,2023,41,82.448223,2498431,3.3,2023/24,0.9776469130434783,0.10862743478260885
2023-10-23,0-4,0,0.11111111111111126,1,1,0,0.00980392156862745,0.014814814814814814,2023,42,99.93723999999999,2498431,3.999999999999999,2023/24,1.4805517037037035,0.16450574485596728
2023-10-30,0-4,0,0.11111111111111126,0,0,0,0,0.012903225806451613,2023,43,72.454499,2498431,2.9,2023/24,0.9348967612903225,0.10387741792114709
2023-11-06,0-4,1,0.3333333333333335,0,0,0,0.011904761904761904,0.007792207792207791,2023,44,57.463913,2498431,2.3,2023/24,0.44777075064935057,0.14925691688311693
2023-11-13,0-4,0.5,0.5000000000000001,0.5,0.5,0,0.012738853503184714,0.00909090909090909,2023,45,107.43253299999998,2498431,4.299999999999999,2023/24,0.9766593909090907,0.48832969545454546
2023-11-20,0-4,1,0.8333333333333335,0,0,0,0.006896551724137931,0.010638297872340427,2023,46,149.90586,2498431,5.999999999999999,2023/24,1.5947431914893617,1.3289526595744683
2023-11-27,0-4,0.75,0.7500000000000001,0.25,0.25,0,0.01818181818181818,0.013409961685823755,2023,47,87.445085,2498431,3.5,2023/24,1.1726352394636017,0.8794764295977014
2023-12-04,0-4,0.6,0.7833333333333335,0.4,0.4,0,0.03125,0.01904761904761905,2023,48,112.429395,2498431,4.5,2023/24,2.141512285714286,1.677517957142858
2023-12-11,0-4,0.5,0.6166666666666668,0.5,0.5,0,0.03614457831325301,0.027472527472527472,2023,49,122.42311900000001,2498431,4.900000000000001,2023/24,3.3632725000000003,2.074018041666667
2023-12-18,0-4,0.3684210526315789,0.4894736842105265,0.631578947368421,0.631578947368421,0,0.08755760368663594,0.055248618784530384,2023,50,147.407429,2498431,5.9,2023/24,8.14405685082873,3.9863015111951166
2023-12-25,0-4,0.5,0.45614035087719323,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.04918032786885246,0.061386138613861385,2023,51,209.86820400000002,2498431,8.4,2023/24,12.88299866138614,5.876455529755084
2022-01-03,19-64,0,0.28947368421052655,0,0,0,0,0.06887052341597796,2021,52,347.69641,34769641,1,2021/22,23.946033746556477,6.931746610845302
2022-01-10,19-64,0,0.16666666666666688,0,0,0,0,0.028436018957345974,2022,1,521.5446149999999,34769641,1.4999999999999998,2021/22,14.830652559241704,2.471775426540287
2022-01-17,19-64,0,2.220446049250313e-16,0,0,0,0,0,2022,2,625.8535380000003,34769641,1.8000000000000007,2021/22,0,0
2022-01-24,19-64,0,2.220446049250313e-16,0,0,0,0,0,2022,3,452.0053329999999,34769641,1.2999999999999996,2021/22,0,0
2022-01-31,19-64,1,0.33333333333333354,0,0,0,0,0,2022,4,382.4660509999999,34769641,1.0999999999999996,2021/22,0,0
2022-02-07,19-64,0,0.33333333333333354,0,0,0,0,0,2022,5,347.69641,34769641,1,2021/22,0,0
2022-02-14,19-64,0,0.33333333333333354,0,0,0,0,0,2022,6,660.623179,34769641,1.9000000000000001,2021/22,0,0
2022-02-21,19-64,0,2.220446049250313e-16,0,0,0,0.027777777777777776,0.011363636363636364,2022,7,591.0838970000001,34769641,1.7000000000000004,2021/22,6.7168624659090925,1.491443072578556e-15
2022-02-28,19-64,0,2.220446049250313e-16,0,0,0,0,0.01282051282051282,2022,8,417.23569200000003,34769641,1.2000000000000002,2021/22,5.349175538461538,1.1877555691123339e-15
2022-03-07,19-64,1,0.33333333333333354,0,0,0,0.05555555555555555,0.03,2022,9,556.3142560000002,34769641,1.6000000000000008,2021/22,16.689427680000005,5.563142560000005
2022-03-14,19-64,1,0.666666666666667,0,0,0,0.0196078431372549,0.02608695652173913,2022,10,904.0106659999998,34769641,2.599999999999999,2021/22,23.58288693913043,15.72192462608696
2022-03-21,19-64,1,1.0000000000000002,0,0,0,0.078125,0.05298013245033112,2022,11,521.5446149999999,34769641,1.4999999999999998,2021/22,27.631502781456945,27.631502781456952
2022-03-28,19-64,1,1.0000000000000002,0,0,0,0.05,0.05142857142857143,2022,12,799.701743,34769641,2.3,2021/22,41.127518211428566,41.12751821142857
2022-04-04,19-64,0,0.666666666666667,0,0,0,0.030303030303030304,0.05263157894736842,2022,13,1043.0892299999998,34769641,2.9999999999999996,2021/22,54.89943315789473,36.599622105263165
